Date,Open,High,Low,Close,Adj Close,Volume
2017-01-12,1192.699951,1204.300049,1192.300049,1198.900024,1198.900024,20
2017-01-13,1195.699951,1196,1187.699951,1195.300049,1195.300049,110
2017-01-15,null,null,null,null,null,null
2017-01-17,1205.5,1214.599976,1200.800049,1212,1212,65
2017-01-18,1213.599976,1214.699951,1203.099976,1211.300049,1211.300049,79
2017-01-19,1200.5,1204,1195.800049,1200.900024,1200.900024,114
2017-01-20,1202.800049,1212.099976,1202.800049,1204.300049,1204.300049,26
2017-01-22,null,null,null,null,null,null
2017-01-23,1212,1215,1210,1215,1215,38
2017-01-24,1219,1219,1207.699951,1210.300049,1210.300049,16
2017-01-25,1202,1202.800049,1194.900024,1197.300049,1197.300049,24
2017-01-26,1199.699951,1199.699951,1185.599976,1189.5,1189.5,403
2017-01-27,1187.900024,1188.300049,1187.900024,1188.099976,1188.099976,19
2017-01-29,null,null,null,null,null,null
2017-01-30,1191.699951,1198.5,1187.099976,1193.199951,1193.199951,234352
2017-01-31,1194.900024,1214.699951,1193.5,1208.599976,1208.599976,50503
2017-02-01,1211.900024,1211.900024,1197.900024,1205.599976,1205.599976,3212
2017-02-02,1209.699951,1224.199951,1208.900024,1216.699951,1216.699951,1145
2017-02-03,1214.900024,1220.599976,1206.199951,1218.5,1218.5,1512
2017-02-05,null,null,null,null,null,null
2017-02-06,1221.900024,1235.400024,1218.5,1230,1230,865
2017-02-07,1234.199951,1236.199951,1228.5,1234.199951,1234.199951,908
2017-02-08,1232.099976,1243.900024,1231,1237.599976,1237.599976,1177
2017-02-09,1239.400024,1243.5,1226.900024,1235.099976,1235.099976,288
2017-02-10,1227.599976,1234.400024,1221.5,1234.400024,1234.400024,885
2017-02-12,null,null,null,null,null,null
2017-02-13,1230.5,1231.099976,1219,1224.400024,1224.400024,391
2017-02-14,1225.900024,1233.5,1222.099976,1223.900024,1223.900024,398
2017-02-15,1225.5,1231.699951,1217.300049,1231.699951,1231.699951,159
2017-02-16,1234.5,1240.699951,1233.199951,1240,1240,175
2017-02-17,1240.699951,1241.199951,1234.800049,1237.599976,1237.599976,87
2017-02-19,null,null,null,null,null,null
2017-02-21,1237.300049,1237.5,1228.099976,1237.5,1237.5,301
2017-02-22,1236.099976,1238.599976,1231.800049,1232,1232,119
2017-02-23,1236.099976,1250.300049,1236.099976,1250.199951,1250.199951,36
2017-02-24,1250,1258.800049,1250,1256.900024,1256.900024,112
2017-02-26,null,null,null,null,null,null
2017-02-27,1254.699951,1263.099976,1250.400024,1257.400024,1257.400024,1264
2017-02-28,1253.599976,1257.300049,1247.199951,1252.599976,1252.599976,544
2017-03-01,1247.800049,1248.900024,1236.900024,1248.900024,1248.900024,721
2017-03-02,1247.199951,1247.599976,1230.699951,1231.900024,1231.900024,138
2017-03-03,1231.699951,1235.199951,1222.900024,1225.5,1225.5,79
2017-03-05,null,null,null,null,null,null
2017-03-06,1235.199951,1235.199951,1224.5,1224.5,1224.5,121
2017-03-07,1224.300049,1225.400024,1213.699951,1215.099976,1215.099976,29
2017-03-08,1212.199951,1212.199951,1206.699951,1208.5,1208.5,53
2017-03-09,1204.5,1205.599976,1202.300049,1202.400024,1202.400024,24
2017-03-10,1196.199951,1203.300049,1196.199951,1200.699951,1200.699951,37
2017-03-12,null,null,null,null,null,null
2017-03-13,1206.199951,1210,1202.300049,1202.400024,1202.400024,3
2017-03-14,1203.099976,1205.900024,1196.800049,1201.900024,1201.900024,35
2017-03-15,1198.199951,1221.199951,1197.699951,1200.099976,1200.099976,22
2017-03-16,1222.199951,1231.400024,1222.199951,1226.5,1226.5,36
2017-03-17,1227.099976,1230.900024,1227.099976,1229.800049,1229.800049,47
2017-03-19,null,null,null,null,null,null
2017-03-20,1229.300049,1234.400024,1229.300049,1233.599976,1233.599976,26
2017-03-21,1226.400024,1246.099976,1226.400024,1246.099976,1246.099976,23
2017-03-22,1247.900024,1249.5,1247.699951,1249.300049,1249.300049,11
2017-03-23,1246.400024,1247.5,1244.800049,1246.900024,1246.900024,3
2017-03-24,1248,1248.300049,1247.599976,1248.199951,1248.199951,16
2017-03-26,null,null,null,null,null,null
2017-03-27,1255.800049,1257.699951,1253.800049,1255.400024,1255.400024,3
2017-03-28,1255.900024,1255.900024,1255.300049,1255.300049,1255.300049,72
2017-03-29,1252.199951,1253.400024,1252.099976,1253.400024,1253.400024,19
2017-03-30,1253.099976,1253.599976,1241.099976,1245,1245,190678
2017-03-31,1242.099976,1248.800049,1238.699951,1247.300049,1247.300049,51328
2017-04-02,null,null,null,null,null,null
2017-04-03,1247.5,1252.400024,1243.599976,1250.800049,1250.800049,8223
2017-04-04,1253.099976,1260.300049,1253,1255,1255,1160
2017-04-05,1255.400024,1255.400024,1243,1245.400024,1245.400024,724
2017-04-06,1256.099976,1257.5,1249,1250.300049,1250.300049,907
2017-04-07,1249.5,1269.099976,1249.5,1254.300049,1254.300049,169
2017-04-09,null,null,null,null,null,null
2017-04-10,1252.699951,1255.199951,1246.800049,1251.099976,1251.099976,445
2017-04-11,1254.5,1273.5,1254.5,1271.199951,1271.199951,182
2017-04-12,1275,1285.099976,1272,1275.300049,1275.300049,401
2017-04-13,1285.300049,1287.599976,1282,1285.900024,1285.900024,492
2017-04-16,null,null,null,null,null,null
2017-04-17,1291.800049,1294.800049,1284.300049,1289.400024,1289.400024,915
2017-04-18,1283.900024,1291.699951,1278.599976,1291.699951,1291.699951,73
2017-04-19,1288,1288,1274,1281.400024,1281.400024,394
2017-04-20,1279.699951,1281.900024,1276.199951,1281.900024,1281.900024,194
2017-04-21,1279.800049,1287.400024,1279.199951,1287.400024,1287.400024,127
2017-04-23,null,null,null,null,null,null
2017-04-24,1275,1276.400024,1265,1275.800049,1275.800049,474
2017-04-25,1275.599976,1276.900024,1262.099976,1265.599976,1265.599976,605
2017-04-26,1266,1266,1262.099976,1262.099976,1262.099976,356
2017-04-27,1266.699951,1267.199951,1262.199951,1263.699951,1263.699951,1156
2017-04-28,1265.900024,1267.199951,1264.699951,1266.099976,1266.099976,206
2017-04-30,null,null,null,null,null,null
2017-05-01,1268.699951,1269.300049,1253.300049,1253.300049,1253.300049,85
2017-05-02,1256.199951,1256.199951,1251.199951,1255.099976,1255.099976,34
2017-05-03,1255.099976,1255.800049,1238.699951,1246.400024,1246.400024,90
2017-05-04,1239.800049,1239.800049,1224.199951,1226.5,1226.5,195
2017-05-05,1227,1233.699951,1224.800049,1224.800049,1224.800049,72
2017-05-07,null,null,null,null,null,null
2017-05-08,1224,1234,1224,1225.300049,1225.300049,16
2017-05-09,1226.099976,1226.199951,1214,1214.300049,1214.300049,43
2017-05-10,1219.800049,1220.199951,1217.300049,1217.300049,1217.300049,55
2017-05-11,1218.5,1222.699951,1218.300049,1222.699951,1222.699951,23
2017-05-12,1228,1229.5,1226.099976,1226.199951,1226.199951,13
2017-05-14,null,null,null,null,null,null
2017-05-15,1227.5,1232.699951,1227.5,1228.599976,1228.599976,29
2017-05-16,1230.400024,1237.300049,1230.400024,1235,1235,13
2017-05-17,1241,1259.199951,1240.699951,1257.5,1257.5,20
2017-05-18,1254.800049,1260,1245.800049,1251.699951,1251.699951,26
2017-05-19,1252.699951,1252.699951,1252.699951,1252.699951,1252.699951,43
2017-05-21,null,null,null,null,null,null
2017-05-22,1251.699951,1260.699951,1251.699951,1260.699951,1260.699951,14
2017-05-23,1261.5,1261.599976,1250.599976,1254.800049,1254.800049,14
2017-05-24,1251.900024,1257.800049,1249.699951,1252.400024,1252.400024,20
2017-05-25,1257.099976,1258.300049,1255.800049,1255.800049,1255.800049,14
2017-05-26,1267.599976,1267.599976,1267.599976,1267.599976,1267.599976,11
2017-05-28,null,null,null,null,null,null
2017-05-30,1267.400024,1270,1258.400024,1262.099976,1262.099976,271457
2017-05-31,1262.400024,1273.199951,1258.5,1272,1272,129819
2017-06-01,1268,1269.199951,1260.800049,1267,1267,2712
2017-06-02,1265.199951,1279,1259,1276.800049,1276.800049,825
2017-06-04,null,null,null,null,null,null
2017-06-05,1279.199951,1282,1277,1279.300049,1279.300049,1732
2017-06-06,1279.400024,1295.199951,1279.400024,1294.400024,1294.400024,433
2017-06-07,1291.599976,1293.099976,1284.300049,1290.099976,1290.099976,942
2017-06-08,1285.400024,1287.599976,1268.099976,1276.300049,1276.300049,641
2017-06-09,1277.900024,1277.900024,1264.599976,1268.5,1268.5,319
2017-06-11,null,null,null,null,null,null
2017-06-12,1266.400024,1269.300049,1263.199951,1266.099976,1266.099976,467
2017-06-13,1264.099976,1266.900024,1259.699951,1265.800049,1265.800049,255
2017-06-14,1269.400024,1278,1256.800049,1272.800049,1272.800049,150
2017-06-15,1263.199951,1264.199951,1250.300049,1252.199951,1252.199951,336
2017-06-16,1252.800049,1255.300049,1251.300049,1254,1254,743
2017-06-18,null,null,null,null,null,null
2017-06-19,1252.099976,1252.199951,1241.900024,1244.199951,1244.199951,34
2017-06-20,1242.199951,1245.5,1240.5,1241,1241,108
2017-06-21,1244.099976,1245,1240,1243.400024,1243.400024,75
2017-06-22,1251,1252.699951,1246.300049,1247.599976,1247.599976,205
2017-06-23,1250,1273.599976,1249.800049,1256.199951,1256.199951,156
2017-06-25,null,null,null,null,null,null
2017-06-26,1260.199951,1260.199951,1241.599976,1246.300049,1246.300049,269
2017-06-27,1251.599976,1251.800049,1245.900024,1246.400024,1246.400024,194
2017-06-28,1248.5,1248.5,1248,1248,1248,111
2017-06-29,1248.199951,1250.699951,1238.099976,1244.199951,1244.199951,370
2017-06-30,1243.699951,1243.699951,1239.099976,1240.699951,1240.699951,540
2017-07-02,null,null,null,null,null,null
2017-07-03,null,null,null,null,null,null
2017-07-05,1222.5,1225,1217.099976,1220.400024,1220.400024,33
2017-07-06,1225.099976,1225.099976,1222.199951,1222.199951,1222.199951,40
2017-07-07,1219.099976,1220.400024,1208.599976,1208.599976,1208.599976,5
2017-07-09,null,null,null,null,null,null
2017-07-10,1211.400024,1212.099976,1209.599976,1212.099976,1212.099976,116
2017-07-11,1208.699951,1214.900024,1208.699951,1213.599976,1213.599976,28
2017-07-12,1218.300049,1219.400024,1217.900024,1218.099976,1218.099976,12
2017-07-13,1221.400024,1221.400024,1216.300049,1216.300049,1216.300049,7
2017-07-14,1214.900024,1227.5,1214.800049,1226.599976,1226.599976,7
2017-07-16,null,null,null,null,null,null
2017-07-17,1229.900024,1233.400024,1229.900024,1232.800049,1232.800049,23
2017-07-18,1236.199951,1241.199951,1236.199951,1241.099976,1241.099976,7
2017-07-19,1240.400024,1241.199951,1240.099976,1241.199951,1241.199951,29
2017-07-20,1236.599976,1244.800049,1236.599976,1244.800049,1244.800049,3
2017-07-21,1250.699951,1254.300049,1250.5,1254.300049,1254.300049,5
2017-07-23,null,null,null,null,null,null
2017-07-24,1256,1256,1253.900024,1253.900024,1253.900024,16
2017-07-25,1252.699951,1253.599976,1249.199951,1251.699951,1251.699951,8
2017-07-26,1244.800049,1249,1244.800049,1249,1249,18
2017-07-27,1259.599976,1259.599976,1259.599976,1259.599976,1259.599976,7
2017-07-28,1258.400024,1270,1256.900024,1268.400024,1268.400024,220309
2017-07-30,null,null,null,null,null,null
2017-07-31,1268.900024,1270.800049,1265.800049,1266.599976,1266.599976,64180
2017-08-01,1268.400024,1273.300049,1262,1272.599976,1272.599976,7780
2017-08-02,1268.5,1272.099976,1262.900024,1271.800049,1271.800049,1061
2017-08-03,1265.900024,1269.800049,1256.599976,1267.800049,1267.800049,393
2017-08-04,1269,1269.599976,1253.900024,1258.300049,1258.300049,878
2017-08-06,null,null,null,null,null,null
2017-08-07,1258.699951,1259.099976,1255.300049,1258.199951,1258.199951,521
2017-08-08,1256.900024,1264.099976,1251.400024,1256.400024,1256.400024,260
2017-08-09,1260.199951,1277.800049,1260.199951,1273,1273,555
2017-08-10,1276.599976,1287.400024,1274.900024,1283.699951,1283.699951,574
2017-08-11,1286.300049,1291.099976,1282,1287.699951,1287.699951,608
2017-08-13,null,null,null,null,null,null
2017-08-14,1288.400024,1288.400024,1278.800049,1284.199951,1284.199951,139
2017-08-15,1280.5,1280.5,1267.400024,1273.699951,1273.699951,338
2017-08-16,1271.300049,1282.599976,1269.400024,1276.900024,1276.900024,188
2017-08-17,1283.800049,1288.5,1283.199951,1286.400024,1286.400024,110
2017-08-18,1288.599976,1300.699951,1284.300049,1285.699951,1285.699951,43
2017-08-20,null,null,null,null,null,null
2017-08-21,1285.199951,1290.800049,1284.699951,1290.800049,1290.800049,358
2017-08-22,1287.199951,1288.400024,1283.199951,1285.099976,1285.099976,18
2017-08-23,1289.400024,1289.400024,1286.900024,1288.900024,1288.900024,100
2017-08-24,1288.699951,1288.699951,1284,1286.5,1286.5,250
2017-08-25,1285.400024,1292.699951,1280.300049,1292.5,1292.5,550
2017-08-27,null,null,null,null,null,null
2017-08-28,1293.5,1311.300049,1293.5,1309.699951,1309.699951,280
2017-08-29,1318.800049,1323.800049,1313.099976,1313.099976,1313.099976,145
2017-08-30,1308.199951,1312.5,1304.900024,1308.099976,1308.099976,1178
2017-08-31,1306.599976,1322.300049,1301.699951,1316.199951,1316.199951,1178
2017-09-01,1320.199951,1327.699951,1316.900024,1324.5,1324.5,373
2017-09-03,null,null,null,null,null,null
2017-09-05,1335.199951,1339.199951,1328.599976,1339.199951,1339.199951,313
2017-09-06,1340,1340.300049,1332.599976,1333.900024,1333.900024,39
2017-09-07,1336.400024,1349,1336.400024,1345.099976,1345.099976,20
2017-09-08,1351,1355.800049,1345.599976,1346,1346,26
2017-09-10,null,null,null,null,null,null
2017-09-11,1331,1331,1327.300049,1331,1331,37
2017-09-12,1327,1328,1325.199951,1328,1328,9
2017-09-13,1323.400024,1323.400024,1323.400024,1323.400024,1323.400024,15
2017-09-14,1319.599976,1329.300049,1319.599976,1324.699951,1324.699951,16
2017-09-15,1320.599976,1321.199951,1319.800049,1320.400024,1320.400024,316
2017-09-17,null,null,null,null,null,null
2017-09-18,1309.800049,1310.400024,1306,1306.300049,1306.300049,15
2017-09-19,1307.900024,1310.300049,1305.099976,1306.199951,1306.199951,129
2017-09-20,1312,1312,1298.699951,1312,1312,20
2017-09-21,1299.099976,1304.099976,1290.300049,1290.599976,1290.599976,12
2017-09-22,1295,1295.699951,1293.300049,1293.300049,1293.300049,336
2017-09-24,null,null,null,null,null,null
2017-09-25,1293.099976,1309.199951,1291,1306.800049,1306.800049,209
2017-09-26,1304.5,1305.599976,1297,1297,1297,51
2017-09-27,1283.400024,1283.400024,1283.400024,1283.400024,1283.400024,39
2017-09-28,1283.099976,1288,1277,1285.5,1285.5,19488
2017-09-29,1284.199951,1289.400024,1281.5,1281.5,1281.5,5226
2017-10-01,null,null,null,null,null,null
2017-10-02,1275,1276.099976,1270.400024,1272.699951,1272.699951,492
2017-10-03,1269.699951,1273.300049,1268.599976,1271.5,1271.5,136
2017-10-04,1273.800049,1280.800049,1270,1273.699951,1273.699951,192
2017-10-05,1277.800049,1277.800049,1267.599976,1269.900024,1269.900024,218
2017-10-06,1267.599976,1272,1260.5,1271.599976,1271.599976,36
2017-10-08,null,null,null,null,null,null
2017-10-09,1280.599976,1284,1279,1281.800049,1281.800049,46
2017-10-10,1282.599976,1293,1281.699951,1290.599976,1290.599976,19
2017-10-11,1287.300049,1292,1284.900024,1285.800049,1285.800049,18
2017-10-12,1291.5,1294.5,1289.300049,1293.300049,1293.300049,21
2017-10-13,1293.300049,1301.699951,1291.699951,1301.5,1301.5,14
2017-10-15,null,null,null,null,null,null
2017-10-16,1302,1303.800049,1291.900024,1299.900024,1299.900024,74
2017-10-17,1295.099976,1295.099976,1283,1283,1283,173
2017-10-18,1279.900024,1279.900024,1279.900024,1279.900024,1279.900024,571
2017-10-19,1286.400024,1286.900024,1285.099976,1286.900024,1286.900024,163
2017-10-20,1279.599976,1279.599976,1277.400024,1277.400024,1277.400024,134
2017-10-22,null,null,null,null,null,null
2017-10-23,1274.699951,1280.800049,1271.5,1277.699951,1277.699951,304
2017-10-24,1275.5,1275.5,1273.699951,1275,1275,115
2017-10-25,1269.900024,1275.400024,1269.900024,1275.400024,1275.400024,111
2017-10-26,1273.5,1273.5,1264.699951,1266.300049,1266.300049,105
2017-10-27,1268.400024,1268.5,1267.099976,1268.5,1268.5,39
2017-10-29,null,null,null,null,null,null
2017-10-30,1270,1274.099976,1267.900024,1274.099976,1274.099976,567
2017-10-31,1273.099976,1274.599976,1266.099976,1267,1267,222
2017-11-01,1272.199951,1274.800049,1270.300049,1274.099976,1274.099976,235
2017-11-02,1274.900024,1274.900024,1274.900024,1274.900024,1274.900024,78
2017-11-03,1265.300049,1267.900024,1265.300049,1266.5,1266.5,70
2017-11-05,null,null,null,null,null,null
2017-11-06,1269,1280.5,1269,1279.400024,1279.400024,75
2017-11-07,1276.800049,1276.800049,1270.400024,1273.699951,1273.699951,128
2017-11-08,1275.900024,1284.900024,1274.699951,1281.599976,1281.599976,11
2017-11-09,1279.699951,1286.900024,1279.699951,1285.599976,1285.599976,15
2017-11-10,1283.5,1283.5,1272.400024,1272.400024,1272.400024,18
2017-11-12,null,null,null,null,null,null
2017-11-13,1277.300049,1277.300049,1277,1277.300049,1277.300049,10
2017-11-14,1276.900024,1281.5,1276.900024,1281.5,1281.5,3
2017-11-15,1281.400024,1284.699951,1275.900024,1276.5,1276.5,4
2017-11-16,1277.5,1277.5,1277.400024,1277.400024,1277.400024,13
2017-11-17,1288.300049,1295.800049,1288.300049,1295.800049,1295.800049,43
2017-11-19,null,null,null,null,null,null
2017-11-20,1274.599976,1275.900024,1274.599976,1274.599976,1274.599976,1
2017-11-21,1281.099976,1281.099976,1281.099976,1281.099976,1281.099976,1
2017-11-22,1284.699951,1291.599976,1282.900024,1291.599976,1291.599976,4
2017-11-24,null,null,null,null,null,null
2017-11-26,null,null,null,null,null,null
2017-11-27,1293.800049,1293.800049,1293.800049,1293.800049,1293.800049,0
2017-11-28,1294.699951,1294.699951,1294.699951,1294.699951,1294.699951,1
2017-11-29,1293.400024,1296.199951,1281.099976,1282.099976,1282.099976,275442
2017-11-30,1283.099976,1284.5,1269.699951,1273.199951,1273.199951,47244
2017-12-01,1274.099976,1288.599976,1271,1278.800049,1278.800049,3049
2017-12-03,null,null,null,null,null,null
2017-12-04,1272.5,1276.099976,1270.300049,1274.300049,1274.300049,823
2017-12-05,1275.400024,1275.800049,1260,1261.599976,1261.599976,850
2017-12-06,1264.900024,1267.800049,1261.599976,1262.800049,1262.800049,1499
2017-12-07,1262.300049,1262.400024,1243.900024,1249.800049,1249.800049,373
2017-12-08,1246.300049,1249.300049,1241.5,1245.199951,1245.199951,358
2017-12-10,null,null,null,null,null,null
2017-12-11,1248.400024,1249.199951,1239.900024,1243.699951,1243.699951,157
2017-12-12,1241.300049,1244.400024,1236.5,1238.5,1238.5,146
2017-12-13,1241.900024,1254.5,1239.800049,1245.400024,1245.400024,692
2017-12-14,1252.900024,1257.699951,1250.300049,1253.800049,1253.800049,349
2017-12-15,1253.099976,1260.300049,1253.099976,1254.300049,1254.300049,139
2017-12-17,null,null,null,null,null,null
2017-12-18,1256.199951,1262.400024,1255.699951,1262.199951,1262.199951,578
2017-12-19,1261.099976,1264.300049,1259.5,1260.699951,1260.699951,45
2017-12-20,1261.300049,1266.599976,1261.300049,1266.099976,1266.099976,329
2017-12-21,1266.400024,1267.400024,1264.300049,1267.300049,1267.300049,63
2017-12-22,1266.300049,1276.300049,1266.300049,1275.400024,1275.400024,226
2017-12-24,null,null,null,null,null,null
2017-12-26,1282.400024,1284.099976,1281.800049,1284.099976,1284.099976,119
2017-12-27,1284,1287,1284,1287,1287,84
2017-12-28,1288.199951,1294.099976,1288.199951,1294.099976,1294.099976,456
2017-12-29,1294.199951,1306.300049,1294,1306.300049,1306.300049,245
2017-12-31,null,null,null,null,null,null
2018-01-02,1302.300049,1317.599976,1302.300049,1313.699951,1313.699951,65
2018-01-03,1320,1320.099976,1312.099976,1316.199951,1316.199951,68
2018-01-04,1319.400024,1322,1319.400024,1319.400024,1319.400024,42
2018-01-05,1320.300049,1320.300049,1320.300049,1320.300049,1320.300049,2
2018-01-07,null,null,null,null,null,null
2018-01-08,1319.900024,1319.900024,1314.599976,1318.599976,1318.599976,1
2018-01-09,1309.599976,1311.699951,1309.599976,1311.699951,1311.699951,41
2018-01-10,1320.300049,1320.699951,1315.300049,1317.400024,1317.400024,16
2018-01-11,1317.099976,1320.599976,1316.300049,1320.599976,1320.599976,70
2018-01-12,1327.800049,1338.199951,1327.800049,1333.400024,1333.400024,9
2018-01-14,null,null,null,null,null,null
2018-01-16,1331.099976,1335.400024,1331,1335.400024,1335.400024,14
2018-01-17,1334.400024,1338,1326.800049,1338,1338,13
2018-01-18,1328.900024,1328.900024,1326,1326,1326,27
2018-01-19,1330.099976,1333,1330.099976,1331.900024,1331.900024,211
2018-01-21,null,null,null,null,null,null
2018-01-22,1328.400024,1330.900024,1328.400024,1330.900024,1330.900024,50
2018-01-23,1335.800049,1335.900024,1335.699951,1335.699951,1335.699951,162
2018-01-24,1355.900024,1357.199951,1355.900024,1355.900024,1355.900024,47
2018-01-25,1356.300049,1362.400024,1346.699951,1362.400024,1362.400024,18
2018-01-26,1351.599976,1352,1350.900024,1351.599976,1351.599976,4
2018-01-28,null,null,null,null,null,null
2018-01-29,null,null,null,null,null,null
2018-01-30,1338.699951,1347.800049,1332.800049,1335.400024,1335.400024,280546
2018-01-31,1337.5,1346.900024,1331.800049,1339,1339,52100
2018-02-01,1343.800049,1350.599976,1336.800049,1344.300049,1344.300049,4881
2018-02-02,1348.5,1352.099976,1327.699951,1333.699951,1333.699951,1680
2018-02-04,null,null,null,null,null,null
2018-02-05,1331.099976,1340.199951,1329,1333,1333,2841
2018-02-06,1338.199951,1343.699951,1319.5,1326.099976,1326.099976,641
2018-02-07,1325.400024,1331.099976,1310.5,1311.599976,1311.599976,529
2018-02-08,1317.099976,1321.099976,1307,1316.900024,1316.900024,491
2018-02-09,1320.900024,1322,1311.900024,1313.099976,1313.099976,459
2018-02-11,null,null,null,null,null,null
2018-02-12,1323.800049,1325.5,1318,1324.199951,1324.199951,451
2018-02-13,1324.5,1329.599976,1323.400024,1328.099976,1328.099976,140
2018-02-14,1332.800049,1355.5,1324,1355.5,1355.5,71
2018-02-15,1352,1355.900024,1349.699951,1352.099976,1352.099976,400
2018-02-16,1354,1361.400024,1344.900024,1353.199951,1353.199951,111
2018-02-18,null,null,null,null,null,null
2018-02-20,1348.400024,1350.199951,1328.5,1328.800049,1328.800049,110
2018-02-21,1326.800049,1331.5,1324.400024,1330,1330,283
2018-02-22,1322,1331.400024,1322,1330.599976,1330.599976,119
2018-02-23,1328,1332.099976,1327.699951,1328.199951,1328.199951,70
2018-02-25,null,null,null,null,null,null
2018-02-26,1335,1340.5,1330.699951,1330.699951,1330.699951,427
2018-02-27,1331.699951,1332.599976,1312.699951,1315.5,1315.5,652
2018-02-28,1315.400024,1321,1315.400024,1315.5,1315.5,710
2018-03-01,1310.400024,1318.099976,1301.800049,1302.900024,1302.900024,58
2018-03-02,1314.300049,1323.199951,1314.300049,1321.099976,1321.099976,43
2018-03-04,null,null,null,null,null,null
2018-03-05,1323.5,1325.900024,1318.099976,1318.099976,1318.099976,155
2018-03-06,1321.599976,1333.599976,1321.400024,1333.599976,1333.599976,18
2018-03-07,1338.099976,1338.099976,1326,1326,1326,18
2018-03-08,1324.800049,1326.800049,1319.300049,1319.900024,1319.900024,27
2018-03-09,1316.800049,1322.400024,1313,1322.400024,1322.400024,62
2018-03-11,null,null,null,null,null,null
2018-03-12,1319.400024,1319.400024,1319.400024,1319.400024,1319.400024,88
2018-03-13,1325.900024,1325.900024,1325.300049,1325.900024,1325.900024,0
2018-03-14,1322.199951,1324.400024,1322.199951,1324.400024,1324.400024,13
2018-03-15,1316.800049,1316.800049,1316.800049,1316.800049,1316.800049,19
2018-03-16,1310.099976,1311.300049,1310.099976,1311.300049,1311.300049,0
2018-03-18,null,null,null,null,null,null
2018-03-19,1309.400024,1316.900024,1307.300049,1316.800049,1316.800049,34
2018-03-20,1311.099976,1311.099976,1311.099976,1311.099976,1311.099976,6
2018-03-21,1312.400024,1328.800049,1312.400024,1320.699951,1320.699951,4
2018-03-22,1326.599976,1326.599976,1326.599976,1326.599976,1326.599976,34
2018-03-23,1343.199951,1349.300049,1343.199951,1349.300049,1349.300049,0
2018-03-25,null,null,null,null,null,null
2018-03-26,1348.5,1354.400024,1345.099976,1354.400024,1354.400024,8
2018-03-27,1341,1341.300049,1341,1341.300049,1341.300049,10
